species_slug,filename,specimen,view,cause,detail,cdn_status,displayed_as,filename_name_differs,family,common_name,image_url,species_page_url
digrammia-muscariata,Digrammia muscariata - B-V.jpg,,,family-withheld,Geometridae is withheld; no species page is built,missing,,,Geometridae,,https://moths.pnwinsects.org/digrammia-muscariata/Digrammia%20muscariata%20-%20B-V.jpg,
digrammia-napensis,Digrammia napensis -A-D.jpg,A,dorsal,family-withheld,Geometridae is withheld; no species page is built,missing,,,Geometridae,,https://moths.pnwinsects.org/digrammia-napensis/Digrammia%20napensis%20-A-D.jpg,
digrammia-napensis,Digrammia napensis -A-V.jpg,A,ventral,family-withheld,Geometridae is withheld; no species page is built,missing,,,Geometridae,,https://moths.pnwinsects.org/digrammia-napensis/Digrammia%20napensis%20-A-V.jpg,
digrammia-napensis,Digrammia napensis -B-D.jpg,B,dorsal,family-withheld,Geometridae is withheld; no species page is built,missing,,,Geometridae,,https://moths.pnwinsects.org/digrammia-napensis/Digrammia%20napensis%20-B-D.jpg,
digrammia-napensis,Digrammia napensis -B-V.jpg,B,ventral,family-withheld,Geometridae is withheld; no species page is built,missing,,,Geometridae,,https://moths.pnwinsects.org/digrammia-napensis/Digrammia%20napensis%20-B-V.jpg,
digrammia-neptaria,Digrammia neptaria - A-D.jpg,,,family-withheld,Geometridae is withheld; no species page is built,missing,,,Geometridae,,https://moths.pnwinsects.org/digrammia-neptaria/Digrammia%20neptaria%20-%20A-D.jpg,
digrammia-neptaria,Digrammia neptaria - A-V.jpg,,,family-withheld,Geometridae is withheld; no species page is built,missing,,,Geometridae,,https://moths.pnwinsects.org/digrammia-neptaria/Digrammia%20neptaria%20-%20A-V.jpg,
digrammia-neptaria,Digrammia neptaria - B -V.jpg,,,family-withheld,Geometridae is withheld; no species page is built,missing,,,Geometridae,,https://moths.pnwinsects.org/digrammia-neptaria/Digrammia%20neptaria%20-%20B%20-V.jpg,
digrammia-neptaria,Digrammia neptaria - B-D.jpg,,,family-withheld,Geometridae is withheld; no species page is built,missing,,,Geometridae,,https://moths.pnwinsects.org/digrammia-neptaria/Digrammia%20neptaria%20-%20B-D.jpg,
digrammia-nubiculata,Digrammia nubicalatata-A-D.jpg,A,dorsal,family-withheld,Geometridae is withheld; no species page is built,not-reported-missing,,1,Geometridae,,https://moths.pnwinsects.org/digrammia-nubiculata/Digrammia%20nubicalatata-A-D.jpg,
digrammia-nubiculata,Digrammia nubicalatata-A-V.jpg,A,ventral,family-withheld,Geometridae is withheld; no species page is built,not-reported-missing,,1,Geometridae,,https://moths.pnwinsects.org/digrammia-nubiculata/Digrammia%20nubicalatata-A-V.jpg,
digrammia-nubiculata,Digrammia nubicalatata-B-D.jpg,B,dorsal,family-withheld,Geometridae is withheld; no species page is built,not-reported-missing,,1,Geometridae,,https://moths.pnwinsects.org/digrammia-nubiculata/Digrammia%20nubicalatata-B-D.jpg,
digrammia-nubiculata,Digrammia nubicalatata-B-V.jpg,B,ventral,family-withheld,Geometridae is withheld; no species page is built,not-reported-missing,,1,Geometridae,,https://moths.pnwinsects.org/digrammia-nubiculata/Digrammia%20nubicalatata-B-V.jpg,
digrammia-rippertaria,Digrammia rippertaria - A-D.jpg,,,family-withheld,Geometridae is withheld; no species page is built,missing,,,Geometridae,,https://moths.pnwinsects.org/digrammia-rippertaria/Digrammia%20rippertaria%20-%20A-D.jpg,
digrammia-rippertaria,Digrammia rippertaria - A-V.jpg,,,family-withheld,Geometridae is withheld; no species page is built,missing,,,Geometridae,,https://moths.pnwinsects.org/digrammia-rippertaria/Digrammia%20rippertaria%20-%20A-V.jpg,
digrammia-rippertaria,Digrammia rippertaria - B-D.jpg,,,family-withheld,Geometridae is withheld; no species page is built,missing,,,Geometridae,,https://moths.pnwinsects.org/digrammia-rippertaria/Digrammia%20rippertaria%20-%20B-D.jpg,
digrammia-rippertaria,Digrammia rippertaria - B-V.jpg,,,family-withheld,Geometridae is withheld; no species page is built,missing,,,Geometridae,,https://moths.pnwinsects.org/digrammia-rippertaria/Digrammia%20rippertaria%20-%20B-V.jpg,
digrammia-sexpunctata,Digrammia sexpunctata - A-D.jpg,,,family-withheld,Geometridae is withheld; no species page is built,missing,,,Geometridae,,https://moths.pnwinsects.org/digrammia-sexpunctata/Digrammia%20sexpunctata%20-%20A-D.jpg,
digrammia-subminiata,Digrammia subminiata - A-D.jpg,,,family-withheld,Geometridae is withheld; no species page is built,missing,,,Geometridae,,https://moths.pnwinsects.org/digrammia-subminiata/Digrammia%20subminiata%20-%20A-D.jpg,
digrammia-subminiata,Digrammia subminiata - A-V.jpg,,,family-withheld,Geometridae is withheld; no species page is built,missing,,,Geometridae,,https://moths.pnwinsects.org/digrammia-subminiata/Digrammia%20subminiata%20-%20A-V.jpg,
digrammia-subminiata,Digrammia subminiata - B-D.jpg,,,family-withheld,Geometridae is withheld; no species page is built,missing,,,Geometridae,,https://moths.pnwinsects.org/digrammia-subminiata/Digrammia%20subminiata%20-%20B-D.jpg,
digrammia-subminiata,Digrammia subminiata - B-V.jpg,,,family-withheld,Geometridae is withheld; no species page is built,missing,,,Geometridae,,https://moths.pnwinsects.org/digrammia-subminiata/Digrammia%20subminiata%20-%20B-V.jpg,
drepanulatrix-carnearia,Drepanulatrix carnearia-A-D.jpg,A,dorsal,family-withheld,Geometridae is withheld; no species page is built,not-reported-missing,,,Geometridae,,https://moths.pnwinsects.org/drepanulatrix-carnearia/Drepanulatrix%20carnearia-A-D.jpg,
drepanulatrix-carnearia,Drepanulatrix carnearia-A-V.jpg,A,ventral,family-withheld,Geometridae is withheld; no species page is built,not-reported-missing,,,Geometridae,,https://moths.pnwinsects.org/drepanulatrix-carnearia/Drepanulatrix%20carnearia-A-V.jpg,
drepanulatrix-foeminaria,Drepanulatrix foeminaria-A-D.jpg,A,dorsal,family-withheld,Geometridae is withheld; no species page is built,not-reported-missing,,,Geometridae,,https://moths.pnwinsects.org/drepanulatrix-foeminaria/Drepanulatrix%20foeminaria-A-D.jpg,
drepanulatrix-foeminaria,Drepanulatrix foeminaria-A-V.jpg,A,ventral,family-withheld,Geometridae is withheld; no species page is built,not-reported-missing,,,Geometridae,,https://moths.pnwinsects.org/drepanulatrix-foeminaria/Drepanulatrix%20foeminaria-A-V.jpg,
drepanulatrix-quadraria,Drepanulatrix quadraria-A-D.jpg,A,dorsal,family-withheld,Geometridae is withheld; no species page is built,not-reported-missing,,,Geometridae,,https://moths.pnwinsects.org/drepanulatrix-quadraria/Drepanulatrix%20quadraria-A-D.jpg,
drepanulatrix-quadraria,Drepanulatrix quadraria-A-V.jpg,A,ventral,family-withheld,Geometridae is withheld; no species page is built,not-reported-missing,,,Geometridae,,https://moths.pnwinsects.org/drepanulatrix-quadraria/Drepanulatrix%20quadraria-A-V.jpg,
drepanulatrix-secundaria,Drepanulatrix secundaria-A-D.jpg,A,dorsal,family-withheld,Geometridae is withheld; no species page is built,not-reported-missing,,,Geometridae,,https://moths.pnwinsects.org/drepanulatrix-secundaria/Drepanulatrix%20secundaria-A-D.jpg,
drepanulatrix-secundaria,Drepanulatrix secundaria-A-V.jpg,A,ventral,family-withheld,Geometridae is withheld; no species page is built,not-reported-missing,,,Geometridae,,https://moths.pnwinsects.org/drepanulatrix-secundaria/Drepanulatrix%20secundaria-A-V.jpg,
drepanulatrix-unicalcararia,Drepanulatrix unicabararia-A-D.jpg,A,dorsal,family-withheld,Geometridae is withheld; no species page is built,not-reported-missing,,1,Geometridae,,https://moths.pnwinsects.org/drepanulatrix-unicalcararia/Drepanulatrix%20unicabararia-A-D.jpg,
drepanulatrix-unicalcararia,Drepanulatrix unicabararia-A-V.jpg,A,ventral,family-withheld,Geometridae is withheld; no species page is built,not-reported-missing,,1,Geometridae,,https://moths.pnwinsects.org/drepanulatrix-unicalcararia/Drepanulatrix%20unicabararia-A-V.jpg,
dysstroma-citrata,Dysstroma citrata-A-D.jpg,A,dorsal,family-withheld,Geometridae is withheld; no species page is built,not-reported-missing,,,Geometridae,,https://moths.pnwinsects.org/dysstroma-citrata/Dysstroma%20citrata-A-D.jpg,
dysstroma-citrata,Dysstroma citrata-A-V.jpg,A,ventral,family-withheld,Geometridae is withheld; no species page is built,not-reported-missing,,,Geometridae,,https://moths.pnwinsects.org/dysstroma-citrata/Dysstroma%20citrata-A-V.jpg,
dysstroma-sobria,Dysstroma sobria-A-D.jpg,A,dorsal,family-withheld,Geometridae is withheld; no species page is built,not-reported-missing,,,Geometridae,,https://moths.pnwinsects.org/dysstroma-sobria/Dysstroma%20sobria-A-D.jpg,
dysstroma-sobria,Dysstroma sobria-A-V.jpg,A,ventral,family-withheld,Geometridae is withheld; no species page is built,not-reported-missing,,,Geometridae,,https://moths.pnwinsects.org/dysstroma-sobria/Dysstroma%20sobria-A-V.jpg,
dysstroma-truncata,Dysstroma truncata-A-D.jpg,A,dorsal,family-withheld,Geometridae is withheld; no species page is built,not-reported-missing,,,Geometridae,,https://moths.pnwinsects.org/dysstroma-truncata/Dysstroma%20truncata-A-D.jpg,
dysstroma-truncata,Dysstroma truncata-A-V.jpg,A,ventral,family-withheld,Geometridae is withheld; no species page is built,not-reported-missing,,,Geometridae,,https://moths.pnwinsects.org/dysstroma-truncata/Dysstroma%20truncata-A-V.jpg,
ecliptopera-silaceata,Ecliptopera silaceata-A-D.jpg,A,dorsal,family-withheld,Geometridae is withheld; no species page is built,not-reported-missing,,,Geometridae,,https://moths.pnwinsects.org/ecliptopera-silaceata/Ecliptopera%20silaceata-A-D.jpg,
ecliptopera-silaceata,Ecliptopera silaceata-A-V.jpg,A,ventral,family-withheld,Geometridae is withheld; no species page is built,not-reported-missing,,,Geometridae,,https://moths.pnwinsects.org/ecliptopera-silaceata/Ecliptopera%20silaceata-A-V.jpg,
ennomos-alniaria,Ennomos alniaria-A-D.jpg,A,dorsal,family-withheld,Geometridae is withheld; no species page is built,not-reported-missing,,,Geometridae,,https://moths.pnwinsects.org/ennomos-alniaria/Ennomos%20alniaria-A-D.jpg,
ennomos-alniaria,Ennomos alniaria-A-V.jpg,A,ventral,family-withheld,Geometridae is withheld; no species page is built,not-reported-missing,,,Geometridae,,https://moths.pnwinsects.org/ennomos-alniaria/Ennomos%20alniaria-A-V.jpg,
enypia-packardata,Enypia packardata-A-D.jpg,A,dorsal,family-withheld,Geometridae is withheld; no species page is built,not-reported-missing,,,Geometridae,,https://moths.pnwinsects.org/enypia-packardata/Enypia%20packardata-A-D.jpg,
enypia-packardata,Enypia packardata-A-V.jpg,A,ventral,family-withheld,Geometridae is withheld; no species page is built,not-reported-missing,,,Geometridae,,https://moths.pnwinsects.org/enypia-packardata/Enypia%20packardata-A-V.jpg,
enypia-venata,Enypia venata-A-D.jpg,A,dorsal,family-withheld,Geometridae is withheld; no species page is built,not-reported-missing,,,Geometridae,,https://moths.pnwinsects.org/enypia-venata/Enypia%20venata-A-D.jpg,
enypia-venata,Enypia venata-A-V.jpg,A,ventral,family-withheld,Geometridae is withheld; no species page is built,not-reported-missing,,,Geometridae,,https://moths.pnwinsects.org/enypia-venata/Enypia%20venata-A-V.jpg,
enypia-venata,Enypia venata-B-D.jpg,B,dorsal,family-withheld,Geometridae is withheld; no species page is built,not-reported-missing,,,Geometridae,,https://moths.pnwinsects.org/enypia-venata/Enypia%20venata-B-D.jpg,
enypia-venata,Enypia venata-B-V.jpg,B,ventral,family-withheld,Geometridae is withheld; no species page is built,not-reported-missing,,,Geometridae,,https://moths.pnwinsects.org/enypia-venata/Enypia%20venata-B-V.jpg,
epelis-truncataria,Epelis truncataria - A-D.jpg,,,family-withheld,Geometridae is withheld; no species page is built,missing,,,Geometridae,,https://moths.pnwinsects.org/epelis-truncataria/Epelis%20truncataria%20-%20A-D.jpg,
epelis-truncataria,Epelis truncataria - A-V.jpg,,,family-withheld,Geometridae is withheld; no species page is built,missing,,,Geometridae,,https://moths.pnwinsects.org/epelis-truncataria/Epelis%20truncataria%20-%20A-V.jpg,
epelis-truncataria,Epelis truncataria - B-V.jpg,,,family-withheld,Geometridae is withheld; no species page is built,missing,,,Geometridae,,https://moths.pnwinsects.org/epelis-truncataria/Epelis%20truncataria%20-%20B-V.jpg,
epelis-truncataria,Epelis truncataria-B-D.jpg,B,dorsal,family-withheld,Geometridae is withheld; no species page is built,not-reported-missing,,,Geometridae,,https://moths.pnwinsects.org/epelis-truncataria/Epelis%20truncataria-B-D.jpg,
euchlaena-johnsonaria,Euchlaena johnsonaria-A-D.jpg,A,dorsal,family-withheld,Geometridae is withheld; no species page is built,not-reported-missing,,,Geometridae,,https://moths.pnwinsects.org/euchlaena-johnsonaria/Euchlaena%20johnsonaria-A-D.jpg,
euchlaena-johnsonaria,Euchlaena johnsonaria-A-V.jpg,A,ventral,family-withheld,Geometridae is withheld; no species page is built,not-reported-missing,,,Geometridae,,https://moths.pnwinsects.org/euchlaena-johnsonaria/Euchlaena%20johnsonaria-A-V.jpg,
euchlaena-johnsonaria,Euchlaena johnsonaria-B-D.jpg,B,dorsal,family-withheld,Geometridae is withheld; no species page is built,not-reported-missing,,,Geometridae,,https://moths.pnwinsects.org/euchlaena-johnsonaria/Euchlaena%20johnsonaria-B-D.jpg,
euchlaena-johnsonaria,Euchlaena johnsonaria-B-V.jpg,B,ventral,family-withheld,Geometridae is withheld; no species page is built,not-reported-missing,,,Geometridae,,https://moths.pnwinsects.org/euchlaena-johnsonaria/Euchlaena%20johnsonaria-B-V.jpg,
euchlaena-madusaria,Euchlaena madusaria-A-D.jpg,A,dorsal,family-withheld,Geometridae is withheld; no species page is built,not-reported-missing,,,Geometridae,,https://moths.pnwinsects.org/euchlaena-madusaria/Euchlaena%20madusaria-A-D.jpg,
euchlaena-madusaria,Euchlaena madusaria-A-V.jpg,A,ventral,family-withheld,Geometridae is withheld; no species page is built,not-reported-missing,,,Geometridae,,https://moths.pnwinsects.org/euchlaena-madusaria/Euchlaena%20madusaria-A-V.jpg,
euchlaena-tigrinaria,Euchlaena tigrinaria-A-D.jpg,A,dorsal,family-withheld,Geometridae is withheld; no species page is built,not-reported-missing,,,Geometridae,,https://moths.pnwinsects.org/euchlaena-tigrinaria/Euchlaena%20tigrinaria-A-D.jpg,
euchlaena-tigrinaria,Euchlaena tigrinaria-A-V.jpg,A,ventral,family-withheld,Geometridae is withheld; no species page is built,not-reported-missing,,,Geometridae,,https://moths.pnwinsects.org/euchlaena-tigrinaria/Euchlaena%20tigrinaria-A-V.jpg,
eulithis-destinata,Eulithis harveyata-A-D.jpg,A,dorsal,family-withheld,Geometridae is withheld; no species page is built,not-reported-missing,,1,Geometridae,,https://moths.pnwinsects.org/eulithis-destinata/Eulithis%20harveyata-A-D.jpg,
eulithis-destinata,Eulithis harveyata-A-V.jpg,A,ventral,family-withheld,Geometridae is withheld; no species page is built,not-reported-missing,,1,Geometridae,,https://moths.pnwinsects.org/eulithis-destinata/Eulithis%20harveyata-A-V.jpg,
eulithis-xylina,Eulithis xylena-A-D.jpg,A,dorsal,family-withheld,Geometridae is withheld; no species page is built,not-reported-missing,,1,Geometridae,,https://moths.pnwinsects.org/eulithis-xylina/Eulithis%20xylena-A-D.jpg,
eulithis-xylina,Eulithis xylena-A-V.jpg,A,ventral,family-withheld,Geometridae is withheld; no species page is built,not-reported-missing,,1,Geometridae,,https://moths.pnwinsects.org/eulithis-xylina/Eulithis%20xylena-A-V.jpg,
eumacaria-madopata,Eumacaria madopata-A-D.jpg,A,dorsal,family-withheld,Geometridae is withheld; no species page is built,not-reported-missing,,,Geometridae,,https://moths.pnwinsects.org/eumacaria-madopata/Eumacaria%20madopata-A-D.jpg,
eumacaria-madopata,Eumacaria madopata-A-V.jpg,A,ventral,family-withheld,Geometridae is withheld; no species page is built,not-reported-missing,,,Geometridae,,https://moths.pnwinsects.org/eumacaria-madopata/Eumacaria%20madopata-A-V.jpg,
fernaldella-fimetaria,Fernaldella fimeteria - A-D.jpg,,,family-withheld,Geometridae is withheld; no species page is built,missing,,1,Geometridae,,https://moths.pnwinsects.org/fernaldella-fimetaria/Fernaldella%20fimeteria%20-%20A-D.jpg,
fernaldella-fimetaria,Fernaldella fimeteria - A-V.jpg,,,family-withheld,Geometridae is withheld; no species page is built,missing,,1,Geometridae,,https://moths.pnwinsects.org/fernaldella-fimetaria/Fernaldella%20fimeteria%20-%20A-V.jpg,
gabriola-dyari,Gabriola dyari-A-D.jpg,A,dorsal,family-withheld,Geometridae is withheld; no species page is built,not-reported-missing,,,Geometridae,,https://moths.pnwinsects.org/gabriola-dyari/Gabriola%20dyari-A-D.jpg,
gabriola-dyari,Gabriola dyari-A-V.jpg,A,ventral,family-withheld,Geometridae is withheld; no species page is built,not-reported-missing,,,Geometridae,,https://moths.pnwinsects.org/gabriola-dyari/Gabriola%20dyari-A-V.jpg,
hemithea-aestivaria,Hemithea aestivaria-A-D.jpg,A,dorsal,family-withheld,Geometridae is withheld; no species page is built,not-reported-missing,,,Geometridae,,https://moths.pnwinsects.org/hemithea-aestivaria/Hemithea%20aestivaria-A-D.jpg,
hemithea-aestivaria,Hemithea aestivaria-A-V.jpg,A,ventral,family-withheld,Geometridae is withheld; no species page is built,not-reported-missing,,,Geometridae,,https://moths.pnwinsects.org/hemithea-aestivaria/Hemithea%20aestivaria-A-V.jpg,
hesperumia-sulphuraria,Hesperumia sulphuraria-A-D.jpg,A,dorsal,family-withheld,Geometridae is withheld; no species page is built,not-reported-missing,,,Geometridae,,https://moths.pnwinsects.org/hesperumia-sulphuraria/Hesperumia%20sulphuraria-A-D.jpg,
hesperumia-sulphuraria,Hesperumia sulphuraria-A-V.jpg,A,ventral,family-withheld,Geometridae is withheld; no species page is built,not-reported-missing,,,Geometridae,,https://moths.pnwinsects.org/hesperumia-sulphuraria/Hesperumia%20sulphuraria-A-V.jpg,
hydria-undulata,Hydria undulata-A-D.jpg,A,dorsal,family-withheld,Geometridae is withheld; no species page is built,not-reported-missing,,,Geometridae,,https://moths.pnwinsects.org/hydria-undulata/Hydria%20undulata-A-D.jpg,
hydria-undulata,Hydria undulata-A-V.jpg,A,ventral,family-withheld,Geometridae is withheld; no species page is built,not-reported-missing,,,Geometridae,,https://moths.pnwinsects.org/hydria-undulata/Hydria%20undulata-A-V.jpg,
