species_slug,latitude,longitude,year,outcome,county_before,county_after,district_id_after,notes
euxoa-comosa,44.517,-117.918,2001,filled,Baker,Baker,US:41001,
xestia-perquiritata,44.546,-124.073,1968,filled,Lincoln,Lincoln,US:41041,
phyllodesma-americana,46.9,-121.42,1991,filled,Yakima,Yakima,US:53077,
gluphisia-septentrionis,46.733,-116.999,1998,filled,Latah,Latah,US:16057,
anathix-puta,49.53,-117.42,1987,filled,Central Kootenay,Central Kootenay,CA:5903,
lithophane-petulca,49.1,-116.45,1981,filled,Central Kootenay,Central Kootenay,CA:5903,
sympistis-coprocolor,46.136,-117.43,2000,filled,Garfield,Garfield,US:53023,
abagrotis-variata,47.695,-122.27,1968,filled,King,King,US:53033,
drasteria-howlandii,46.5926,-119.455,1997,filled,Benton,Benton,US:53005,
egira-perlubens,47.2,-120.783,1988,filled,Kittitas,Kittitas,US:53037,
hadena-ectrapela,47.84,-118.32,1990,filled,Lincoln,Lincoln,US:53043,
euxoa-auxiliaris,42.088,-118.558,1976,filled,Harney,Harney,US:41025,
xestia-infimatis,42.442,-123.729,2003,filled,Josephine,Josephine,US:41033,
nadata-gibbosa,43.024,-124.007,1955,filled,Coos,Coos,US:41011,
euxoa-divergens,44.844,-117.91,1960,filled,Baker,Baker,US:41001,
ceranemota-fasciata,45.867,-123.583,1971,filled,Clatsop,Clatsop,US:41007,
apamea-cuculliformis,48.97,-122.78,1993,filled,Whatcom,Whatcom,US:53073,
abagrotis-scopeops,47.62,-120.45,2003,filled,Chelan,Chelan,US:53007,
furcula-scolopendrina,44.565,-123.261,1979,filled,Benton,Benton,US:41003,
eosphoropteryx-thyatyroides,49.12,-116.16,1993,filled,Central Kootenay,Central Kootenay,CA:5903,
resapamea-passer,48.75,-123.4,1998,filled,Capital,Capital,CA:5917,
spiramater-lutra,46.52,-122.82,1990,filled,Lewis,Lewis,US:53041,
acerra-normalis,48.69,-122.49,1994,filled,Whatcom,Whatcom,US:53073,
malacosoma-californicum,47.31,-122.9,1989,filled,Mason,Mason,US:53045,
syngrapha-rectangula,47.474,-115.927,1928,filled,Shoshone,Shoshone,US:16079,
drasteria-hastingsii,47.63,-120.18,1992,filled,Douglas,Douglas,US:53017,
dasychira-grisefacta,47.61,-122.6,1961,filled,Kitsap,Kitsap,US:53035,
sympistis-stabilis,46.324,-117.971,1955,filled,Columbia,Columbia,US:53013,
tolype-distincta,45.35,-122.683,1982,filled,Clackamas,Clackamas,US:41005,
caradrina-montana,46.982,-119.291,1955,filled,Grant,Grant,US:53025,
dasychira-vagans,47.61,-122.6,1962,filled,Kitsap,Kitsap,US:53035,
hadenella-pergentilis,46.5074,-119.6981,2001,filled,Benton,Benton,US:53005,
euxoa-nostra,46.86,-120.57,2000,filled,Kittitas,Kittitas,US:53037,
feralia-comstocki,48.701,-122.494,1967,filled,Whatcom,Whatcom,US:53073,
helotropha-reniformis,47.27,-121.22,1992,filled,Kittitas,Kittitas,US:53037,
fishia-yosemitae,46.411,-119.411,1997,filled,Benton,Benton,US:53005,
andropolia-diversilineata,46.575,-120.95,2000,filled,Yakima,Yakima,US:53077,
pachysphinx-occidentalis,46.731,-117.179,1953,filled,Whitman,Whitman,US:53075,
ceranemota-tearlei,44.416,-118.953,1965,filled,Grant,Grant,US:41023,
ponometia-sutrix,42.599,-114.759,1961,filled,Twin Falls,Twin Falls,US:16083,
apamea-amputatrix,46.755,-116.91,,filled,Latah,Latah,US:16057,
parabagrotis-insularis,44.217,-122.233,2004,filled,Lane,Lane,US:41039,
furcula-furcula,47.681,-117.282,1957,filled,Spokane,Spokane,US:53063,
graphiphora-augur,45.866,-123.594,1987,filled,Clatsop,Clatsop,US:41007,
hemaris-thetis,47.567,-122.633,1947,filled,Kitsap,Kitsap,US:53035,
lophocampa-maculata,47.613,-122.596,1961,filled,Kitsap,Kitsap,US:53035,
orgyia-antiqua,49.53,-117.42,1990,filled,Central Kootenay,Central Kootenay,CA:5903,
acronicta-fragilis,52.322,-112.883,2001,no_match,,,,no reference DB row matched the core key
apamea-sordens,46.733,-116.999,1983,filled,Latah,Latah,US:16057,
agrotis-vancouverensis,45.35,-122.683,1974,filled,Clackamas,Clackamas,US:41005,
proserpinus-flavofasciata,47.606,-122.332,,filled,King,King,US:53033,
acronicta-insita,46.733,-116.999,1961,filled,Latah,Latah,US:16057,
paraseptis-adnixa,47.613,-122.596,1959,filled,Kitsap,Kitsap,US:53035,
gluphisia-severa,44.53,-117.18,1991,filled,Baker,Baker,US:41001,
euxoa-pluralis,42.29,-120.14,1995,filled,Lake,Lake,US:41037,
pseudanarta-singula,43.774,-117.736,2001,filled,Malheur,Malheur,US:41045,
euxoa-aequalis,43.967,-120.465,2008,filled,Crook,Crook,US:41013,
xestia-finatimis,47.63,-120.44,2002,filled,Chelan,Chelan,US:53007,
spilosoma-vagans,46.927,-117.28,2000,filled,Whitman,Whitman,US:53075,
habrosyne-scripta,49.828,-123.006,1953,filled,Squamish-Lillooet,Squamish-Lillooet,CA:5931,
euclidia-ardita,48.76,-122.488,1966,filled,Whatcom,Whatcom,US:53073,
euxoa-scotogrammoides,46.95,-120.09,1994,filled,Kittitas,Kittitas,US:53037,
antheraea-polyphemus,44.593,-123.404,2000,filled,Benton,Benton,US:41003,
ochropleura-implecta,44.583,-123.417,1999,filled,Benton,Benton,US:41003,
cerastis-enigmatica,44.771,-122.564,1962,filled,Marion,Marion,US:41047,
orthosia-hibisci,47.16,-120.61,1988,filled,Kittitas,Kittitas,US:53037,
habrosyne-scripta,45.389,-122.406,1957,filled,Clackamas,Clackamas,US:41005,
feralia-deceptiva,46.46,-122.88,1990,filled,Lewis,Lewis,US:53041,
orthosia-hibisci,47.65,-122.39,1990,filled,King,King,US:53033,
malacosoma-californicum,44.461,-121.64,1976,filled,Jefferson,Jefferson,US:41031,
gnophaela-vermiculata,47.474,-115.927,1910,filled,Shoshone,Shoshone,US:16079,
paonias-excaecatus,44.55,-117.666,2007,filled,Baker,Baker,US:41001,
leucania-dia,47.112,-122.473,2010,filled,Pierce,Pierce,US:53053,
euxoa-intrita,42.233,-120.167,1965,filled,Lake,Lake,US:41037,
tesagrotis-piscipellis,47.61,-120.52,2002,filled,Chelan,Chelan,US:53007,
lophocampa-maculata,47.613,-122.596,1962,filled,Kitsap,Kitsap,US:53035,
malacosoma-californicum,44.461,-121.64,1977,filled,Jefferson,Jefferson,US:41031,
hyppa-indistincta,46.9,-121.42,1991,filled,Yakima,Yakima,US:53077,
paraseptis-adnixa,48.46,-122.62,1994,filled,Skagit,Skagit,US:53057,
anarta-trifolii,46.411,-119.411,1997,filled,Benton,Benton,US:53005,
lophocampa-maculata,45.117,-117.7,1996,filled,Union,Union,US:41061,
habrosyne-scripta,44.943,-123.034,1963,filled,Marion,Marion,US:41047,
egira-rubrica,46.733,-116.999,,filled,Latah,Latah,US:16057,
amphipyra-pyramidoides,47.474,-115.927,1942,filled,Shoshone,Shoshone,US:16079,
lasionycta-uniformis,50.76,-122.18,1994,filled,Squamish-Lillooet,Squamish-Lillooet,CA:5931,
schinia-mortua,42.78,-114.7,1966,filled,Gooding,Gooding,US:16047,
cerastis-enigmatica,45.866,-123.594,1970,filled,Clatsop,Clatsop,US:41007,
admetovis-similaris,47.343,-120.094,1940,filled,Chelan,Chelan,US:53007,
spilosoma-virginica,49.1,-116.45,,filled,Central Kootenay,Central Kootenay,CA:5903,
abagrotis-nanalis,44.54,-117.66,2001,filled,Baker,Baker,US:41001,
anarta-trifolii,46.266,-119.293,1993,filled,Benton,Benton,US:53005,
malacosoma-californicum,45.629,-122.755,2000,filled,Multnomah,Multnomah,US:41051,
trichordestra-liquida,47.613,-122.596,1960,filled,Kitsap,Kitsap,US:53035,
aseptis-characta,44,-111.833,1965,filled,Fremont,Fremont,US:16043,
dichagyris-variabilis,48.49,-122.69,2001,filled,Skagit,Skagit,US:53057,
diarsia-rosaria,44.615,-123.316,1962,filled,Benton,Benton,US:41003,
spilosoma-virginica,47.613,-122.596,1960,filled,Kitsap,Kitsap,US:53035,
lacinipolia-davena,47.074,-121.061,2005,filled,Kittitas,Kittitas,US:53037,
hyles-gallii,49.53,-117.42,2006,filled,Central Kootenay,Central Kootenay,CA:5903,
lacinipolia-comis,44.6,-124.06,1991,filled,Lincoln,Lincoln,US:41041,
apamea-scoparia,47.785,-117.416,1969,filled,Spokane,Spokane,US:53063,
euxoa-rufula,43.671,-121.503,1968,filled,Deschutes,Deschutes,US:41017,
anarta-mutata,46.584,-117.217,2004,filled,Whitman,Whitman,US:53075,
sympistis-major,51.97,-122.32,1997,filled,Cariboo,Cariboo,CA:5941,
apamea-commoda,48,-119.62,1996,filled,Okanogan,Okanogan,US:53047,
amphipoea-keiferi,47.16,-120.61,1991,filled,Kittitas,Kittitas,US:53037,
orthosia-hibisci,45.72,-121.34,1994,filled,Klickitat,Klickitat,US:53039,
abagrotis-brunneipennis,48.71,-118.59,1998,filled,Ferry,Ferry,US:53019,
phragmatobia-fuliginosa,46.207,-119.768,1956,filled,Benton,Benton,US:53005,
autographa-mappa,48.69,-122.49,1993,filled,Whatcom,Whatcom,US:53073,
apantesis-ornata,47.506,-115.998,1951,filled,Shoshone,Shoshone,US:16079,
hyppa-contrasta,47.613,-122.596,1961,filled,Kitsap,Kitsap,US:53035,
euxoa-declarata,48.49,-122.69,1996,filled,Skagit,Skagit,US:53057,
sphinx-chersis,44.219,-123.204,1968,filled,Lane,Lane,US:41039,
euxoa-satis,42.033,-118.283,1979,filled,Harney,Harney,US:41025,
mythimna-oxygala,47.234,-119.851,1959,filled,Grant,Grant,US:53025,
orthosia-pulchella,46.982,-121.082,2004,filled,Kittitas,Kittitas,US:53037,
platypolia-loda,46.324,-117.971,1958,filled,Columbia,Columbia,US:53013,
lacinipolia-comis,46.733,-116.999,1955,filled,Latah,Latah,US:16057,
malacosoma-californicum,47.03,-124.16,1990,filled,Grays Harbor,Grays Harbor,US:53027,
clemensia-umbrata,45.866,-123.594,1988,filled,Clatsop,Clatsop,US:41007,
spilosoma-virginica,47.613,-122.596,1961,filled,Kitsap,Kitsap,US:53035,
homorthodes-communis,47.05,-124.09,1990,filled,Grays Harbor,Grays Harbor,US:53027,
euxoa-auxiliaris,46.4597,-119.7208,1999,filled,Benton,Benton,US:53005,
nycteola-cinereana,49.12,-116.16,1993,filled,Central Kootenay,Central Kootenay,CA:5903,
euthyatira-pudens,48.646,-123.407,1995,filled,Capital,Capital,CA:5917,
agrotis-ipsilon,45.446,-122.638,1964,filled,Clackamas,Clackamas,US:41005,
acronicta-hasta,52.322,-112.883,2001,no_match,,,,no reference DB row matched the core key
pyrrharctia-isabella,44.3,-120.833,1995,filled,Crook,Crook,US:41013,
dargida-procinctus,47.687,-117.011,1958,filled,Kootenai,Kootenai,US:16055,
lacanobia-radix,46.965,-121.266,1994,filled,Yakima,Yakima,US:53077,
cycnia-tenera,47.474,-115.927,1914,filled,Shoshone,Shoshone,US:16079,
platypolia-loda,49.2,-124.033,1950,filled,Nanaimo,Nanaimo,CA:5921,
egira-perlubens,47.54,-120.74,1989,filled,Chelan,Chelan,US:53007,
apantesis-nevadensis,42.78,-114.7,1965,filled,Gooding,Gooding,US:16047,
euxoa-rockburnei,43,-119.995,1997,filled,Lake,Lake,US:41037,
scoliopteryx-libatrix,47.61,-120.83,1988,filled,Chelan,Chelan,US:53007,
neoligia-invenusta,46.103,-117.271,2005,filled,Asotin,Asotin,US:53003,
spodoptera-praefica,47.63,-119.33,1993,filled,Grant,Grant,US:53025,
euxoa-tronellus,43.567,-117.117,1968,filled,Malheur,Malheur,US:41045,
parabagrotis-sulinaris,48.73,-121.03,2004,filled,Whatcom,Whatcom,US:53073,
habrosyne-scripta,47.18,-124.1,1990,filled,Grays Harbor,Grays Harbor,US:53027,
acronicta-impleta,51.8,-113.02,2000,no_match,,,,no reference DB row matched the core key
hypena-humuli,46.72,-120.81,1992,filled,Yakima,Yakima,US:53077,
fishia-illocata,47.474,-115.927,1948,filled,Shoshone,Shoshone,US:16079,
resapamea-innota,42.776,-114.703,1966,filled,Gooding,Gooding,US:16047,
dargida-procinctus,47.613,-122.596,1963,filled,Kitsap,Kitsap,US:53035,
lacinipolia-olivacea,48.66,-119.84,1996,filled,Okanogan,Okanogan,US:53047,
apantesis-nevadensis,46.211,-119.136,1956,filled,Benton,Benton,US:53005,
drepana-bilineata,49.1,-122.65,1990,filled,Greater Vancouver,Greater Vancouver,CA:5915,
sympistis-semicollaris,45.89,-121.72,1999,filled,Skamania,Skamania,US:53059,
apamea-maxima,48.68,-122.48,1995,filled,Whatcom,Whatcom,US:53073,
lacinipolia-olivacea,43.681,-114.363,1961,filled,Blaine,Blaine,US:16013,
cucullia-pulla,47.2,-120.78,1988,filled,Kittitas,Kittitas,US:53037,
melipotis-jucunda,48.907,-118.141,2010,filled,Stevens,Stevens,US:53065,
euplexia-benesimilis,48.547,-118.231,2010,filled,Ferry,Ferry,US:53019,
apantesis-williamsii,43.506,-114.355,1982,filled,Blaine,Blaine,US:16013,
sympistis-cherti,44.21,-122.1,2003,filled,Lane,Lane,US:41039,
apantesis-ornata,49.53,-117.42,1986,filled,Central Kootenay,Central Kootenay,CA:5903,
orgyia-pseudotsugata,45.35,-122.683,1975,filled,Clackamas,Clackamas,US:41005,
arctia-virginalis,47.015,-122.432,,filled,Pierce,Pierce,US:53053,
cycnia-oregonensis,44.593,-123.404,2000,filled,Benton,Benton,US:41003,
acronicta-lupini,52.18,-117.1,1994,no_match,,,,no reference DB row matched the core key
polia-purpurissata,50.2,-114.44,1994,no_match,,,,no reference DB row matched the core key
euxoa-septentrionalis,44.461,-121.64,1981,filled,Jefferson,Jefferson,US:41031,
ceranemota-tearlei,42.417,-121.583,1965,filled,Klamath,Klamath,US:41035,
idia-americalis,47.613,-122.596,1959,filled,Kitsap,Kitsap,US:53035,
epidemas-obscurus,46.86,-120.57,2000,filled,Kittitas,Kittitas,US:53037,
syngrapha-celsa,47.613,-122.596,1961,filled,Kitsap,Kitsap,US:53035,
xestia-c-nigrum,45.117,-117.7,1997,filled,Union,Union,US:41061,
apamea-devastator,48.49,-122.69,1996,filled,Skagit,Skagit,US:53057,
sideridis-maryx,47.474,-115.927,1928,filled,Shoshone,Shoshone,US:16079,
hemaris-thetis,46.804,-116.868,1907,filled,Latah,Latah,US:16057,
euxoa-tessellata,42.29,-120.14,1995,filled,Lake,Lake,US:41037,
euxoa-melura,46.95,-120.09,2005,filled,Kittitas,Kittitas,US:53037,
caenurgina-erechtea,49.1,-116.45,1980,filled,Central Kootenay,Central Kootenay,CA:5903,
furcula-scolopendrina,48.64,-120.46,1997,filled,Okanogan,Okanogan,US:53047,
caradrina-montana,48.69,-122.49,1993,filled,Whatcom,Whatcom,US:53073,
egira-rubrica,46.733,-116.999,1954,filled,Latah,Latah,US:16057,
heliothodes-diminutivus,46.094,-117.846,1958,filled,Columbia,Columbia,US:53013,
dasychira-vagans,50.53,-121.71,1999,filled,Thompson-Nicola,Thompson-Nicola,CA:5933,
noctua-comes,48.49,-122.69,2001,filled,Skagit,Skagit,US:53057,
abagrotis-scopeops,47.9,-118.495,2004,filled,Ferry,Ferry,US:53019,
callizzia-amorata,44.593,-123.404,2001,filled,Benton,Benton,US:41003,
cryptocala-acadiensis,48.71,-118.59,1998,filled,Ferry,Ferry,US:53019,
drasteria-howlandii,46.692,-119.591,2002,filled,Grant,Grant,US:53025,
anarta-trifolii,46.5074,-119.6981,2001,filled,Benton,Benton,US:53005,
apantesis-nevadensis,44.634,-121.128,1979,filled,Jefferson,Jefferson,US:41031,
egira-curialis,46.82,-117.21,1989,filled,Whitman,Whitman,US:53075,
hyles-lineata,46.602,-120.505,1951,filled,Yakima,Yakima,US:53077,
anarta-mutata,47.681,-117.282,1957,filled,Spokane,Spokane,US:53063,
gluphisia-septentrionis,46.733,-116.999,1985,filled,Latah,Latah,US:16057,
caenurgina-erechtea,48.646,-122.976,1997,filled,San Juan,San Juan,US:53055,
abagrotis-nanalis,47.664,-119.62,2004,filled,Douglas,Douglas,US:53017,
litholomia-napaea,46.731,-117.179,1898,filled,Whitman,Whitman,US:53075,
agrochola-purpurea,49.1,-116.45,1980,filled,Central Kootenay,Central Kootenay,CA:5903,
euplexia-benesimilis,46.32,-117.97,1970,filled,Columbia,Columbia,US:53013,
schizura-ipomaeae,45.35,-122.683,1973,filled,Clackamas,Clackamas,US:41005,
paonias-excaecatus,46.065,-118.352,1931,filled,Walla Walla,Walla Walla,US:53071,
hemeroplanis-historialis,44.55,-117.666,2006,filled,Baker,Baker,US:41001,
lasionycta-perplexa,46.492,-120.95,2003,filled,Yakima,Yakima,US:53077,
malacosoma-californicum,44,-121.333,,filled,Deschutes,Deschutes,US:41017,
euxoa-terrenus,46.103,-117.271,2003,filled,Asotin,Asotin,US:53003,
spilosoma-vestalis,47.305,-122.588,1953,filled,Pierce,Pierce,US:53053,
catocala-relicta,47.7,-116.79,1989,filled,Kootenai,Kootenai,US:16055,
diarsia-rosaria,48.69,-122.49,1993,filled,Whatcom,Whatcom,US:53073,
diarsia-rosaria,48.69,-122.49,1993,filled,Whatcom,Whatcom,US:53073,
pseudothyatira-cymatophoroides,46.857,-122.852,1997,filled,Thurston,Thurston,US:53067,
hemaris-thetis,49.08,-116.62,1968,filled,Central Kootenay,Central Kootenay,CA:5903,
apamea-amputatrix,46.733,-116.999,1953,filled,Latah,Latah,US:16057,
condica-discistriga,42.17,-118.54,1992,filled,Harney,Harney,US:41025,
hyalophora-euryalus,46.733,-116.999,1959,filled,Latah,Latah,US:16057,
xylena-nupera,44.943,-123.034,1968,filled,Marion,Marion,US:41047,
euxoa-lillooet,48.27,-117.57,2002,filled,Stevens,Stevens,US:53065,
phyllodesma-americana,44.461,-121.64,1981,filled,Jefferson,Jefferson,US:41031,
antheraea-polyphemus,48.19,-118.16,1990,filled,Stevens,Stevens,US:53065,
egira-crucialis,46.324,-117.971,1955,filled,Columbia,Columbia,US:53013,
orthosia-ferrigera,45.7,-121.02,1994,filled,Klickitat,Klickitat,US:53039,
platypolia-anceps,51.97,-122.32,1996,filled,Cariboo,Cariboo,CA:5941,
euxoa-albipennis,47.16,-120.61,1989,filled,Kittitas,Kittitas,US:53037,
cycnia-oregonensis,46.808,-117.367,1973,filled,Whitman,Whitman,US:53075,
lophocampa-maculata,47.613,-122.596,1960,filled,Kitsap,Kitsap,US:53035,
lophocampa-argentata,47.613,-122.596,1959,filled,Kitsap,Kitsap,US:53035,
euxoa-occidentalis,46.88,-120.57,2000,filled,Kittitas,Kittitas,US:53037,
acronicta-perdita,47.16,-124.1,1990,filled,Grays Harbor,Grays Harbor,US:53027,
antheraea-polyphemus,44.058,-121.314,1954,filled,Deschutes,Deschutes,US:41017,
polia-nugatis,48,-119.62,1996,filled,Okanogan,Okanogan,US:53047,
rhizagrotis-albalis,46.989,-119.425,2002,filled,Grant,Grant,US:53025,
apamea-amputatrix,47.718,-116.951,1998,filled,Kootenai,Kootenai,US:16055,
sympistis-sandaraca,47.58,-120.34,1997,filled,Chelan,Chelan,US:53007,
euxoa-castanea,48,-119.62,1996,filled,Okanogan,Okanogan,US:53047,
caenurgina-erechtea,46.827,-123.014,1997,filled,Thurston,Thurston,US:53067,
acronicta-fragilis,53.55,-113.47,1928,no_match,,,,no reference DB row matched the core key
acronicta-fragilis,53.55,-113.466,1928,no_match,,,,no reference DB row matched the core key
cerastis-enigmatica,45.866,-123.594,1967,filled,Clatsop,Clatsop,US:41007,
spilosoma-virginica,47.567,-122.633,1959,filled,Kitsap,Kitsap,US:53035,
amphipyra-pyramidoides,47.695,-122.27,1967,filled,King,King,US:53033,
raphia-frater,47.733,-118.314,1998,filled,Lincoln,Lincoln,US:53043,
egira-crucialis,48.513,-122.613,1961,filled,Skagit,Skagit,US:53057,
acronicta-innotata,53.517,-114.233,2001,no_match,,,,no reference DB row matched the core key
dichagyris-variabilis,44.593,-123.404,2000,filled,Benton,Benton,US:41003,
cycnia-oregonensis,44.583,-123.417,1999,filled,Benton,Benton,US:41003,
spilosoma-vagans,42.231,-121.798,1950,filled,Klamath,Klamath,US:41035,
phyllodesma-americana,42.563,-114.46,1970,filled,Twin Falls,Twin Falls,US:16083,
bleptina-caradrinalis,49.1,-116.45,1982,filled,Central Kootenay,Central Kootenay,CA:5903,
spilosoma-virginica,42.534,-114.364,1970,filled,Twin Falls,Twin Falls,US:16083,
spaelotis-bicava,44.69,-118.026,2004,filled,Baker,Baker,US:41001,
malacosoma-constrictum,45.144,-122.855,,filled,Marion,Marion,US:41047,
drepana-arcuata,49.494,-124.82,1960,filled,Comox Valley,Comox Valley,CA:5926,
spodoptera-praefica,49.5,-115.77,1992,filled,East Kootenay,East Kootenay,CA:5901,
hyles-gallii,49.53,-117.42,2006,filled,Central Kootenay,Central Kootenay,CA:5903,
euxoa-mimallonis,46.79,-121.09,2003,filled,Yakima,Yakima,US:53077,
annaphila-decia,46.522,-118.125,1961,filled,Columbia,Columbia,US:53013,
lacinipolia-cuneata,47.5,-121.63,1988,filled,King,King,US:53033,
polia-nimbosa,47.613,-122.596,1960,filled,Kitsap,Kitsap,US:53035,
sphinx-perelegans,44.461,-121.64,1976,filled,Jefferson,Jefferson,US:41031,
xestia-xanthographa,45.866,-123.594,1984,filled,Clatsop,Clatsop,US:41007,
trichocerapoda-oblita,42.599,-114.759,1961,filled,Twin Falls,Twin Falls,US:16083,
arctia-virginalis,45.3,-122.972,1965,filled,Yamhill,Yamhill,US:41071,
hadena-ectrapela,46.79,-121.09,2005,filled,Yakima,Yakima,US:53077,
lophocampa-roseata,48.595,-123.18,2007,filled,San Juan,San Juan,US:53055,
feltia-jaculifera,43.217,-123.341,1954,filled,Douglas,Douglas,US:41019,
oligia-tusa,44.6,-124.06,1991,filled,Lincoln,Lincoln,US:41041,
peridroma-saucia,44.565,-123.261,,filled,Benton,Benton,US:41003,
phragmatobia-fuliginosa,46.251,-119.901,1958,filled,Yakima,Yakima,US:53077,
acronicta-innotata,53.55,-113.466,1943,no_match,,,,no reference DB row matched the core key
apamea-plutonia,47.186,-122.292,1935,filled,Pierce,Pierce,US:53053,
gluphisia-severa,49.5,-117.28,1967,filled,Central Kootenay,Central Kootenay,CA:5903,
paonias-myops,47.474,-115.927,1949,filled,Shoshone,Shoshone,US:16079,
sphinx-chersis,44.943,-123.034,1959,filled,Marion,Marion,US:41047,
apantesis-nevadensis,46.86,-120.57,2000,filled,Kittitas,Kittitas,US:53037,
feralia-deceptiva,48.69,-122.49,1994,filled,Whatcom,Whatcom,US:53073,
drasteria-hudsonica,48.943,-118.016,2010,filled,Stevens,Stevens,US:53065,
heliothis-phloxiphaga,47.681,-117.282,1957,filled,Spokane,Spokane,US:53063,
tolype-distincta,44.615,-123.316,1962,filled,Benton,Benton,US:41003,
nadata-gibbosa,48.19,-118.16,1990,filled,Stevens,Stevens,US:53065,
drasteria-hastingsii,46.9,-119.94,1990,filled,Grant,Grant,US:53025,
lacinipolia-olivacea,48.23,-119.75,1993,filled,Okanogan,Okanogan,US:53047,
euxoa-terrenus,46.12,-117.33,2000,filled,Asotin,Asotin,US:53003,
drasteria-howlandii,47.66,-119.62,1999,filled,Douglas,Douglas,US:53017,
idia-americalis,47.613,-122.596,1961,filled,Kitsap,Kitsap,US:53035,
xestia-mustelina,44.281,-122.144,2005,filled,Linn,Linn,US:41043,
