path,unit,bytes,species_slug,shape,detail
glossary/Veins_jpg.jpg.7d3d03c7.partial,object,2017073,,glossary-no-row,no row in data/glossary.csv names this image
glossary/body_regions_collar_jpeg.jpg,object,2071524,,glossary-no-row,no row in data/glossary.csv names this image
key-images/Abdomen and thorax distinct.webp,object,43846,,key-image-no-row,no row in data/key-character-images.csv names this image
key-images/Abdomen striped.webp,object,201770,,key-image-no-row,no row in data/key-character-images.csv names this image
key-images/Blue Hindwing.webp,object,51042,,key-image-no-row,no row in data/key-character-images.csv names this image
key-images/Blue copy.webp,object,22712,,key-image-no-row,no row in data/key-character-images.csv names this image
key-images/Discal spot hindwing present.webp,object,114658,,key-image-no-row,no row in data/key-character-images.csv names this image
key-images/Eyespot absent forewing.webp,object,86602,,key-image-no-row,no row in data/key-character-images.csv names this image
key-images/Eyespot absent hindwing.webp,object,96598,,key-image-no-row,no row in data/key-character-images.csv names this image
"key-images/Forewing Discal Spot Present, no.webp",object,337152,,key-image-no-row,no row in data/key-character-images.csv names this image
"key-images/Forewing Discal Spot Present, yes.webp",object,237962,,key-image-no-row,no row in data/key-character-images.csv names this image
key-images/Forewing Discal Spot Reniform.webp,object,135738,,key-image-no-row,no row in data/key-character-images.csv names this image
"key-images/Forewing Orbicular Spot Present, yes.webp",object,238584,,key-image-no-row,no row in data/key-character-images.csv names this image
key-images/Forewing Orbicular Spot dark outline light filling.webp,object,252588,,key-image-no-row,no row in data/key-character-images.csv names this image
key-images/Forewing discal spot dark outline light filling.webp,object,103416,,key-image-no-row,no row in data/key-character-images.csv names this image
key-images/Forewing discal spot light outline dark interior.webp,object,105368,,key-image-no-row,no row in data/key-character-images.csv names this image
key-images/Forewing discal spot no outline.webp,object,135130,,key-image-no-row,no row in data/key-character-images.csv names this image
key-images/Forewing discal spot orbicular.webp,object,164496,,key-image-no-row,no row in data/key-character-images.csv names this image
key-images/Forewing orbicular spot no outline.webp,object,136708,,key-image-no-row,no row in data/key-character-images.csv names this image
key-images/Forewing veins distinct.webp,object,52308,,key-image-no-row,no row in data/key-character-images.csv names this image
"key-images/Forewing with large spot spanning orbicular and reniform, No.webp",object,248728,,key-image-no-row,no row in data/key-character-images.csv names this image
key-images/Forewing_length.webp,object,161450,,key-image-no-row,no row in data/key-character-images.csv names this image
key-images/Hindwing fringe scalloped.webp,object,16714,,key-image-no-row,no row in data/key-character-images.csv names this image
key-images/Hindwing veins distinct.webp,object,21238,,key-image-no-row,no row in data/key-character-images.csv names this image
key-images/Light costal stripe present.webp,object,159168,,key-image-no-row,no row in data/key-character-images.csv names this image
key-images/Patagia somewhat distinct.webp,object,38840,,key-image-no-row,no row in data/key-character-images.csv names this image
key-images/Pink copy.webp,object,23964,,key-image-no-row,no row in data/key-character-images.csv names this image
key-images/Puget lowland.webp,object,81626,,key-image-no-row,no row in data/key-character-images.csv names this image
key-images/Purple copy.webp,object,23370,,key-image-no-row,no row in data/key-character-images.csv names this image
key-images/Scalloped fringe 2.webp,object,13084,,key-image-no-row,no row in data/key-character-images.csv names this image
key-images/Smooth fringe 1.webp,object,20144,,key-image-no-row,no row in data/key-character-images.csv names this image
key-images/forewing discal spot absent.webp,object,67196,,key-image-no-row,no row in data/key-character-images.csv names this image
key-images/forewing discal spot present.webp,object,185776,,key-image-no-row,no row in data/key-character-images.csv names this image
"key-images/forewing median line, no.webp",object,244022,,key-image-no-row,no row in data/key-character-images.csv names this image
"key-images/forewing with large spot spanning both orbicular and discal region, no.webp",object,196206,,key-image-no-row,no row in data/key-character-images.csv names this image
"key-images/forewing with large spot spanning both orbicular and discal region, yes.webp",object,162930,,key-image-no-row,no row in data/key-character-images.csv names this image
dasyfidonia-avuncularia/Dasyfidonia avuncularia - A-D.jpg,object,,dasyfidonia-avuncularia,missing-photo,a row in data/images.csv with no object in the zone
dasyfidonia-avuncularia/Dasyfidonia avuncularia - A-V.jpg,object,,dasyfidonia-avuncularia,missing-photo,a row in data/images.csv with no object in the zone
dasyfidonia-avuncularia/Dasyfidonia avuncularia - B-D.jpg,object,,dasyfidonia-avuncularia,missing-photo,a row in data/images.csv with no object in the zone
dasyfidonia-avuncularia/Dasyfidonia avuncularia - B-V.jpg,object,,dasyfidonia-avuncularia,missing-photo,a row in data/images.csv with no object in the zone
digrammia-burneyata/Digrammia burnegata - A-D.jpg,object,,digrammia-burneyata,missing-photo,a row in data/images.csv with no object in the zone
digrammia-burneyata/Digrammia burnegata - A-V.jpg,object,,digrammia-burneyata,missing-photo,a row in data/images.csv with no object in the zone
digrammia-burneyata/Digrammia burnegata - B-D.jpg,object,,digrammia-burneyata,missing-photo,a row in data/images.csv with no object in the zone
digrammia-burneyata/Digrammia burnegata - B-V.jpg,object,,digrammia-burneyata,missing-photo,a row in data/images.csv with no object in the zone
digrammia-californiaria/Digrammia californaria - A-D.jpg,object,,digrammia-californiaria,missing-photo,a row in data/images.csv with no object in the zone
digrammia-californiaria/Digrammia californaria - A-V.jpg,object,,digrammia-californiaria,missing-photo,a row in data/images.csv with no object in the zone
digrammia-cinereola/Digrammia cinereola - A-D.jpg,object,,digrammia-cinereola,missing-photo,a row in data/images.csv with no object in the zone
digrammia-cinereola/Digrammia cinereola - A-V.jpg,object,,digrammia-cinereola,missing-photo,a row in data/images.csv with no object in the zone
digrammia-curvata/Digrammia curvata - A-V.jpg,object,,digrammia-curvata,missing-photo,a row in data/images.csv with no object in the zone
digrammia-curvata/Digrammia curvata - B-D.jpg,object,,digrammia-curvata,missing-photo,a row in data/images.csv with no object in the zone
digrammia-curvata/Digrammia curvata - B-V.jpg,object,,digrammia-curvata,missing-photo,a row in data/images.csv with no object in the zone
digrammia-decorata/Digrammia decorata - A-D.jpg,object,,digrammia-decorata,missing-photo,a row in data/images.csv with no object in the zone
digrammia-decorata/Digrammia decorata - A-V.jpg,object,,digrammia-decorata,missing-photo,a row in data/images.csv with no object in the zone
digrammia-decorata/Digrammia decorata - B-D.jpg,object,,digrammia-decorata,missing-photo,a row in data/images.csv with no object in the zone
digrammia-decorata/Digrammia decorata - B-V.jpg,object,,digrammia-decorata,missing-photo,a row in data/images.csv with no object in the zone
digrammia-excurvata/Digrammia excurvata - A-D.jpg,object,,digrammia-excurvata,missing-photo,a row in data/images.csv with no object in the zone
digrammia-excurvata/Digrammia excurvata - A-V.jpg,object,,digrammia-excurvata,missing-photo,a row in data/images.csv with no object in the zone
digrammia-excurvata/Digrammia excurvata - B-D.jpg,object,,digrammia-excurvata,missing-photo,a row in data/images.csv with no object in the zone
digrammia-excurvata/Digrammia excurvata - B-V.jpg,object,,digrammia-excurvata,missing-photo,a row in data/images.csv with no object in the zone
digrammia-extenuata/Digrammia extenuate - A-D.jpg,object,,digrammia-extenuata,missing-photo,a row in data/images.csv with no object in the zone
digrammia-extenuata/Digrammia extenuate - A-V.jpg,object,,digrammia-extenuata,missing-photo,a row in data/images.csv with no object in the zone
digrammia-irrorata/Digrammia irrorata - A-D.jpg,object,,digrammia-irrorata,missing-photo,a row in data/images.csv with no object in the zone
digrammia-irrorata/Digrammia irrorata - A-V.jpg,object,,digrammia-irrorata,missing-photo,a row in data/images.csv with no object in the zone
digrammia-modocata/Digrammia modocata - A-D.jpg,object,,digrammia-modocata,missing-photo,a row in data/images.csv with no object in the zone
digrammia-modocata/Digrammia modocata - A-V.jpg,object,,digrammia-modocata,missing-photo,a row in data/images.csv with no object in the zone
digrammia-modocata/Digrammia modocata - B-D.jpg,object,,digrammia-modocata,missing-photo,a row in data/images.csv with no object in the zone
digrammia-modocata/Digrammia modocata - B-V.jpg,object,,digrammia-modocata,missing-photo,a row in data/images.csv with no object in the zone
digrammia-muscariata/Digrammia muscariata - A-D.jpg,object,,digrammia-muscariata,missing-photo,a row in data/images.csv with no object in the zone
digrammia-muscariata/Digrammia muscariata - A-V.jpg,object,,digrammia-muscariata,missing-photo,a row in data/images.csv with no object in the zone
digrammia-muscariata/Digrammia muscariata - B-D.jpg,object,,digrammia-muscariata,missing-photo,a row in data/images.csv with no object in the zone
digrammia-muscariata/Digrammia muscariata - B-V.jpg,object,,digrammia-muscariata,missing-photo,a row in data/images.csv with no object in the zone
digrammia-napensis/Digrammia napensis -A-D.jpg,object,,digrammia-napensis,missing-photo,a row in data/images.csv with no object in the zone
digrammia-napensis/Digrammia napensis -A-V.jpg,object,,digrammia-napensis,missing-photo,a row in data/images.csv with no object in the zone
digrammia-napensis/Digrammia napensis -B-D.jpg,object,,digrammia-napensis,missing-photo,a row in data/images.csv with no object in the zone
digrammia-napensis/Digrammia napensis -B-V.jpg,object,,digrammia-napensis,missing-photo,a row in data/images.csv with no object in the zone
digrammia-neptaria/Digrammia neptaria - A-D.jpg,object,,digrammia-neptaria,missing-photo,a row in data/images.csv with no object in the zone
digrammia-neptaria/Digrammia neptaria - A-V.jpg,object,,digrammia-neptaria,missing-photo,a row in data/images.csv with no object in the zone
digrammia-neptaria/Digrammia neptaria - B -V.jpg,object,,digrammia-neptaria,missing-photo,a row in data/images.csv with no object in the zone
digrammia-neptaria/Digrammia neptaria - B-D.jpg,object,,digrammia-neptaria,missing-photo,a row in data/images.csv with no object in the zone
digrammia-rippertaria/Digrammia rippertaria - A-D.jpg,object,,digrammia-rippertaria,missing-photo,a row in data/images.csv with no object in the zone
digrammia-rippertaria/Digrammia rippertaria - A-V.jpg,object,,digrammia-rippertaria,missing-photo,a row in data/images.csv with no object in the zone
digrammia-rippertaria/Digrammia rippertaria - B-D.jpg,object,,digrammia-rippertaria,missing-photo,a row in data/images.csv with no object in the zone
digrammia-rippertaria/Digrammia rippertaria - B-V.jpg,object,,digrammia-rippertaria,missing-photo,a row in data/images.csv with no object in the zone
digrammia-sexpunctata/Digrammia sexpunctata - A-D.jpg,object,,digrammia-sexpunctata,missing-photo,a row in data/images.csv with no object in the zone
digrammia-subminiata/Digrammia subminiata - A-D.jpg,object,,digrammia-subminiata,missing-photo,a row in data/images.csv with no object in the zone
digrammia-subminiata/Digrammia subminiata - A-V.jpg,object,,digrammia-subminiata,missing-photo,a row in data/images.csv with no object in the zone
digrammia-subminiata/Digrammia subminiata - B-D.jpg,object,,digrammia-subminiata,missing-photo,a row in data/images.csv with no object in the zone
digrammia-subminiata/Digrammia subminiata - B-V.jpg,object,,digrammia-subminiata,missing-photo,a row in data/images.csv with no object in the zone
epelis-truncataria/Epelis truncataria - A-D.jpg,object,,epelis-truncataria,missing-photo,a row in data/images.csv with no object in the zone
epelis-truncataria/Epelis truncataria - A-V.jpg,object,,epelis-truncataria,missing-photo,a row in data/images.csv with no object in the zone
epelis-truncataria/Epelis truncataria - B-V.jpg,object,,epelis-truncataria,missing-photo,a row in data/images.csv with no object in the zone
fernaldella-fimetaria/Fernaldella fimeteria - A-D.jpg,object,,fernaldella-fimetaria,missing-photo,a row in data/images.csv with no object in the zone
fernaldella-fimetaria/Fernaldella fimeteria - A-V.jpg,object,,fernaldella-fimetaria,missing-photo,a row in data/images.csv with no object in the zone
macaria-adonis/Macaria adonis - A-D.jpg,object,,macaria-adonis,missing-photo,a row in data/images.csv with no object in the zone
macaria-adonis/Macaria adonis - A-V.jpg,object,,macaria-adonis,missing-photo,a row in data/images.csv with no object in the zone
macaria-adonis/Macaria adonis - B-V.jpg,object,,macaria-adonis,missing-photo,a row in data/images.csv with no object in the zone
macaria-aemulataria/Macaria aemulataria - A-D.jpg,object,,macaria-aemulataria,missing-photo,a row in data/images.csv with no object in the zone
macaria-aemulataria/Macaria aemulataria - A-V.jpg,object,,macaria-aemulataria,missing-photo,a row in data/images.csv with no object in the zone
macaria-aemulataria/Macaria aemulataria - B-V.jpg,object,,macaria-aemulataria,missing-photo,a row in data/images.csv with no object in the zone
macaria-notata/Macaria notata - A-V.jpg,object,,macaria-notata,missing-photo,a row in data/images.csv with no object in the zone
macaria-oweni/Macaria oweni - A-D.jpg,object,,macaria-oweni,missing-photo,a row in data/images.csv with no object in the zone
macaria-oweni/Macaria oweni - A-V.jpg,object,,macaria-oweni,missing-photo,a row in data/images.csv with no object in the zone
macaria-sexmaculata/Macaria sexmaculata - A-D.jpg,object,,macaria-sexmaculata,missing-photo,a row in data/images.csv with no object in the zone
macaria-sexmaculata/Macaria sexmaculata - A-V.jpg,object,,macaria-sexmaculata,missing-photo,a row in data/images.csv with no object in the zone
macaria-sexmaculata/Macaria sexmaculata - B-D.jpg,object,,macaria-sexmaculata,missing-photo,a row in data/images.csv with no object in the zone
macaria-sexmaculata/Macaria sexmaculata - B-V.jpg,object,,macaria-sexmaculata,missing-photo,a row in data/images.csv with no object in the zone
macaria-signaria/Macaria marmorata - F-D.jpg,object,,macaria-signaria,missing-photo,a row in data/images.csv with no object in the zone
macaria-signaria/Macaria marmorata - F-V.jpg,object,,macaria-signaria,missing-photo,a row in data/images.csv with no object in the zone
macaria-signaria/Macaria marmorata - G-D.jpg,object,,macaria-signaria,missing-photo,a row in data/images.csv with no object in the zone
macaria-signaria/Macaria marmorata - G-V.jpg,object,,macaria-signaria,missing-photo,a row in data/images.csv with no object in the zone
macaria-signaria/Macaria signaria - A-D.jpg,object,,macaria-signaria,missing-photo,a row in data/images.csv with no object in the zone
macaria-signaria/Macaria signaria - A-V.jpg,object,,macaria-signaria,missing-photo,a row in data/images.csv with no object in the zone
macaria-signaria/Macaria signaria - B-V.jpg,object,,macaria-signaria,missing-photo,a row in data/images.csv with no object in the zone
macaria-signaria/Macaria submarmorata -E-D.jpg,object,,macaria-signaria,missing-photo,a row in data/images.csv with no object in the zone
macaria-signaria/Macaria submarmorata -E-V.jpg,object,,macaria-signaria,missing-photo,a row in data/images.csv with no object in the zone
macaria-signaria/Macaria unipunctaria - C-D.jpg,object,,macaria-signaria,missing-photo,a row in data/images.csv with no object in the zone
macaria-signaria/Macaria unipunctaria - C-V.jpg,object,,macaria-signaria,missing-photo,a row in data/images.csv with no object in the zone
macaria-signaria/Macaria unipunctaria -D-D.jpg,object,,macaria-signaria,missing-photo,a row in data/images.csv with no object in the zone
macaria-signaria/Macaria unipunctaria -D-V.jpg,object,,macaria-signaria,missing-photo,a row in data/images.csv with no object in the zone
abagrotis-rubicundis/Abagrotis rubicundis-A-D.jpg,object,139006,abagrotis-rubicundis,photo-no-row,no row in data/images.csv; abagrotis-rubicundis is not in data/species.csv
abagrotis-rubicundis/Abagrotis rubicundis-A-V.jpg,object,139874,abagrotis-rubicundis,photo-no-row,no row in data/images.csv; abagrotis-rubicundis is not in data/species.csv
acronicta-dactylina/Acronicta dactylina-A-D.jpg,object,137843,acronicta-dactylina,photo-no-row,no row in data/images.csv; acronicta-dactylina is not in data/species.csv
acronicta-dactylina/Acronicta dactylina-A-V.jpg,object,118280,acronicta-dactylina,photo-no-row,no row in data/images.csv; acronicta-dactylina is not in data/species.csv
acronicta-dactylina/Acronicta dactylina-B-D.jpg,object,141886,acronicta-dactylina,photo-no-row,no row in data/images.csv; acronicta-dactylina is not in data/species.csv
acronicta-dactylina/Acronicta dactylina-B-V.jpg,object,127311,acronicta-dactylina,photo-no-row,no row in data/images.csv; acronicta-dactylina is not in data/species.csv
acronicta-dactylina/Acronicta dactylina-C-V.jpg,object,139918,acronicta-dactylina,photo-no-row,no row in data/images.csv; acronicta-dactylina is not in data/species.csv
acronicta-parallela/Acronicta parallela-A-D.jpg,object,130892,acronicta-parallela,photo-no-row,no row in data/images.csv; acronicta-parallela is not in data/species.csv
acronicta-parallela/Acronicta parallela-A-V.jpg,object,126356,acronicta-parallela,photo-no-row,no row in data/images.csv; acronicta-parallela is not in data/species.csv
acronicta-parallela/Acronicta parallela-B-D.jpg,object,142348,acronicta-parallela,photo-no-row,no row in data/images.csv; acronicta-parallela is not in data/species.csv
acronicta-parallela/Acronicta parallela-B-V.jpg,object,136821,acronicta-parallela,photo-no-row,no row in data/images.csv; acronicta-parallela is not in data/species.csv
amphipoea-keiferi/Amphipoea keiferi-A-D.jpg,object,126964,amphipoea-keiferi,photo-no-row,no row in data/images.csv; amphipoea-keiferi is published
amphipoea-keiferi/Amphipoea keiferi-A-V.jpg,object,126125,amphipoea-keiferi,photo-no-row,no row in data/images.csv; amphipoea-keiferi is published
amphipoea-senilis/Amphipoea senilis-A-D.jpg,object,113858,amphipoea-senilis,photo-no-row,no row in data/images.csv; amphipoea-senilis is not in data/species.csv
amphipoea-senilis/Amphipoea senilis-A-V.jpg,object,112870,amphipoea-senilis,photo-no-row,no row in data/images.csv; amphipoea-senilis is not in data/species.csv
amphipoea-senilis/Amphipoea senilis-B-D.jpg,object,125649,amphipoea-senilis,photo-no-row,no row in data/images.csv; amphipoea-senilis is not in data/species.csv
amphipoea-senilis/Amphipoea senilis-B-V.jpg,object,118333,amphipoea-senilis,photo-no-row,no row in data/images.csv; amphipoea-senilis is not in data/species.csv
anarta-fervida/Anarta fervida-A-D.jpg,object,154324,anarta-fervida,photo-no-row,no row in data/images.csv; anarta-fervida is not in data/species.csv
anarta-fervida/Anarta fervida-A-V.jpg,object,147800,anarta-fervida,photo-no-row,no row in data/images.csv; anarta-fervida is not in data/species.csv
anarta-hadeniformis/Anarta hadeniformis-A-D.jpg,object,134137,anarta-hadeniformis,photo-no-row,no row in data/images.csv; anarta-hadeniformis is not in data/species.csv
anarta-hadeniformis/Anarta hadeniformis-A-V.jpg,object,127018,anarta-hadeniformis,photo-no-row,no row in data/images.csv; anarta-hadeniformis is not in data/species.csv
anarta-montanica/Anarta montanica-A-D.jpg,object,162981,anarta-montanica,photo-no-row,no row in data/images.csv; anarta-montanica is not in data/species.csv
anarta-montanica/Anarta montanica-A-V.jpg,object,155234,anarta-montanica,photo-no-row,no row in data/images.csv; anarta-montanica is not in data/species.csv
anarta-ptilodonta/Anarta ptilodonta-A-D.jpg,object,141725,anarta-ptilodonta,photo-no-row,no row in data/images.csv; anarta-ptilodonta is not in data/species.csv
anarta-ptilodonta/Anarta ptilodonta-A-V.jpg,object,120334,anarta-ptilodonta,photo-no-row,no row in data/images.csv; anarta-ptilodonta is not in data/species.csv
anarta-ptilodonta/Anarta ptilodonta-B-D.jpg,object,161333,anarta-ptilodonta,photo-no-row,no row in data/images.csv; anarta-ptilodonta is not in data/species.csv
anarta-ptilodonta/Anarta ptilodonta-B-V.jpg,object,143830,anarta-ptilodonta,photo-no-row,no row in data/images.csv; anarta-ptilodonta is not in data/species.csv
apamea-aurianticolor/Apamea aurianticolor-A-D.jpg,object,151634,apamea-aurianticolor,photo-no-row,no row in data/images.csv; apamea-aurianticolor is not in data/species.csv
apamea-aurianticolor/Apamea aurianticolor-A-V.jpg,object,142408,apamea-aurianticolor,photo-no-row,no row in data/images.csv; apamea-aurianticolor is not in data/species.csv
aseptis-ethnica/Aseptis ethnica-A-D.jpg,object,148771,aseptis-ethnica,photo-no-row,no row in data/images.csv; aseptis-ethnica is published
aseptis-ethnica/Aseptis ethnica-A-V.jpg,object,150444,aseptis-ethnica,photo-no-row,no row in data/images.csv; aseptis-ethnica is published
aseptis-fannatica/Aseptis fannatica-A-D.jpg,object,144893,aseptis-fannatica,photo-no-row,no row in data/images.csv; aseptis-fannatica is not in data/species.csv
aseptis-fannatica/Aseptis fannatica-A-V.jpg,object,161971,aseptis-fannatica,photo-no-row,no row in data/images.csv; aseptis-fannatica is not in data/species.csv
autographa-v/Autographa v-alba-A-D.jpg,object,137665,autographa-v,photo-no-row,no row in data/images.csv; autographa-v is not in data/species.csv
autographa-v/Autographa v-alba-A-V.jpg,object,137286,autographa-v,photo-no-row,no row in data/images.csv; autographa-v is not in data/species.csv
axenus-amplus/Axenus amplus-A-D.jpg,object,165295,axenus-amplus,photo-no-row,no row in data/images.csv; axenus-amplus is not in data/species.csv
axenus-amplus/Axenus amplus-A-V.jpg,object,163194,axenus-amplus,photo-no-row,no row in data/images.csv; axenus-amplus is not in data/species.csv
besma-quercivoraria/Besma quercivoraria-OSAC_0001081358-D.jpg,object,440201,besma-quercivoraria,photo-no-row,no row in data/images.csv; besma-quercivoraria is not in data/species.csv
besma-quercivoraria/Besma quercivoraria-OSAC_0001081358-V.jpg,object,404797,besma-quercivoraria,photo-no-row,no row in data/images.csv; besma-quercivoraria is not in data/species.csv
besma-quercivoraria/Besma quercivoraria-OSAC_0001081359-D.jpg,object,432846,besma-quercivoraria,photo-no-row,no row in data/images.csv; besma-quercivoraria is not in data/species.csv
besma-quercivoraria/Besma quercivoraria-OSAC_0001081359-V.jpg,object,413285,besma-quercivoraria,photo-no-row,no row in data/images.csv; besma-quercivoraria is not in data/species.csv
caradrina-multifera/Caradrina multifera-A-D.jpg,object,132650,caradrina-multifera,photo-no-row,no row in data/images.csv; caradrina-multifera is not in data/species.csv
caradrina-multifera/Caradrina multifera-A-V.jpg,object,126246,caradrina-multifera,photo-no-row,no row in data/images.csv; caradrina-multifera is not in data/species.csv
caradrina-multifera/Caradrina multifera-B-D.jpg,object,136831,caradrina-multifera,photo-no-row,no row in data/images.csv; caradrina-multifera is not in data/species.csv
caradrina-multifera/Caradrina multifera-B-V.jpg,object,132832,caradrina-multifera,photo-no-row,no row in data/images.csv; caradrina-multifera is not in data/species.csv
caradrina-multifera/Caradrina multifera-C-D.jpg,object,141356,caradrina-multifera,photo-no-row,no row in data/images.csv; caradrina-multifera is not in data/species.csv
caradrina-multifera/Caradrina multifera-C-V.jpg,object,132636,caradrina-multifera,photo-no-row,no row in data/images.csv; caradrina-multifera is not in data/species.csv
caripeta -divisata/Caripeta divisata-A-D.jpg,object,90731,caripeta -divisata,photo-no-row,no row in data/images.csv; caripeta -divisata is not in data/species.csv
caripeta -divisata/Caripeta divisata-A-V.jpg,object,90282,caripeta -divisata,photo-no-row,no row in data/images.csv; caripeta -divisata is not in data/species.csv
chesiadodes-cinerea/Chesiadodes cinerea-OSAC_0001081315-D.jpg,object,373558,chesiadodes-cinerea,photo-no-row,no row in data/images.csv; chesiadodes-cinerea is not in data/species.csv
chesiadodes-cinerea/Chesiadodes cinerea-OSAC_0001081315-V.jpg,object,400602,chesiadodes-cinerea,photo-no-row,no row in data/images.csv; chesiadodes-cinerea is not in data/species.csv
chlorochlamys-appellaria/Chlorochlamys appellaria-OSAC_0001081322-D.jpg,object,269987,chlorochlamys-appellaria,photo-no-row,no row in data/images.csv; chlorochlamys-appellaria is not in data/species.csv
chlorochlamys-appellaria/Chlorochlamys appellaria-OSAC_0001081322-V.jpg,object,268643,chlorochlamys-appellaria,photo-no-row,no row in data/images.csv; chlorochlamys-appellaria is not in data/species.csv
chlorochlamys-appellaria/Chlorochlamys appellaria-OSAC_0001081324-D.jpg,object,311302,chlorochlamys-appellaria,photo-no-row,no row in data/images.csv; chlorochlamys-appellaria is not in data/species.csv
chlorochlamys-appellaria/Chlorochlamys appellaria-OSAC_0001081324-V.jpg,object,307998,chlorochlamys-appellaria,photo-no-row,no row in data/images.csv; chlorochlamys-appellaria is not in data/species.csv
chrysodeixis-eriosoma/Chrysodeixis eriosoma-A-D.jpg,object,116337,chrysodeixis-eriosoma,photo-no-row,no row in data/images.csv; chrysodeixis-eriosoma is not in data/species.csv
chrysodeixis-eriosoma/Chrysodeixis eriosoma-A-V.jpg,object,112316,chrysodeixis-eriosoma,photo-no-row,no row in data/images.csv; chrysodeixis-eriosoma is not in data/species.csv
chytolita-petrealis/Chytolita petrealis-A-D.jpg,object,158862,chytolita-petrealis,photo-no-row,no row in data/images.csv; chytolita-petrealis is not in data/species.csv
chytolita-petrealis/Chytolita petrealis-A-V.jpg,object,155710,chytolita-petrealis,photo-no-row,no row in data/images.csv; chytolita-petrealis is not in data/species.csv
clemensia-albata/Clemensia albata-A-D.jpg,object,153722,clemensia-albata,photo-no-row,no row in data/images.csv; clemensia-albata is not in data/species.csv
clemensia-albata/Clemensia albata-A-V.jpg,object,139627,clemensia-albata,photo-no-row,no row in data/images.csv; clemensia-albata is not in data/species.csv
condica-lunata/Condica lunata-A-D.jpg,object,154362,condica-lunata,photo-no-row,no row in data/images.csv; condica-lunata is not in data/species.csv
condica-lunata/Condica lunata-A-V.jpg,object,160043,condica-lunata,photo-no-row,no row in data/images.csv; condica-lunata is not in data/species.csv
datana-ministra/Datana ministra-A-D.jpg,object,129910,datana-ministra,photo-no-row,no row in data/images.csv; datana-ministra is not in data/species.csv
datana-ministra/Datana ministra-A-V.jpg,object,125639,datana-ministra,photo-no-row,no row in data/images.csv; datana-ministra is not in data/species.csv
diachrysia-aeroides/Diachrysia aeroides-A-D.jpg,object,144214,diachrysia-aeroides,photo-no-row,no row in data/images.csv; diachrysia-aeroides is not in data/species.csv
diachrysia-aeroides/Diachrysia aeroides-A-V.jpg,object,140416,diachrysia-aeroides,photo-no-row,no row in data/images.csv; diachrysia-aeroides is not in data/species.csv
dichorda-illustraria/Dichorda illustraria-OSAC_0001081352-D.jpg,object,309652,dichorda-illustraria,photo-no-row,no row in data/images.csv; dichorda-illustraria is not in data/species.csv
dichorda-illustraria/Dichorda illustraria-OSAC_0001081352-V.jpg,object,321578,dichorda-illustraria,photo-no-row,no row in data/images.csv; dichorda-illustraria is not in data/species.csv
dichorda-illustraria/Dichorda illustraria-OSAC_0001081354-D.jpg,object,320962,dichorda-illustraria,photo-no-row,no row in data/images.csv; dichorda-illustraria is not in data/species.csv
dichorda-illustraria/Dichorda illustraria-OSAC_0001081354-V.jpg,object,301690,dichorda-illustraria,photo-no-row,no row in data/images.csv; dichorda-illustraria is not in data/species.csv
digrammia-nubicalatata/Digrammia nubicalatata-A-D.jpg,object,118384,digrammia-nubicalatata,photo-no-row,no row in data/images.csv; digrammia-nubicalatata is not in data/species.csv
digrammia-nubicalatata/Digrammia nubicalatata-A-V.jpg,object,109792,digrammia-nubicalatata,photo-no-row,no row in data/images.csv; digrammia-nubicalatata is not in data/species.csv
digrammia-nubicalatata/Digrammia nubicalatata-B-D.jpg,object,95310,digrammia-nubicalatata,photo-no-row,no row in data/images.csv; digrammia-nubicalatata is not in data/species.csv
digrammia-nubicalatata/Digrammia nubicalatata-B-V.jpg,object,97589,digrammia-nubicalatata,photo-no-row,no row in data/images.csv; digrammia-nubicalatata is not in data/species.csv
drasteria-convergens/Drasteria convergens-A-D.jpg,object,155644,drasteria-convergens,photo-no-row,no row in data/images.csv; drasteria-convergens is not in data/species.csv
drasteria-convergens/Drasteria convergens-A-V.jpg,object,143768,drasteria-convergens,photo-no-row,no row in data/images.csv; drasteria-convergens is not in data/species.csv
drasteria-species/Drasteria species-A-D.jpg,object,152055,drasteria-species,photo-no-row,no row in data/images.csv; drasteria-species is not in data/species.csv
drasteria-species/Drasteria species-A-V.jpg,object,137833,drasteria-species,photo-no-row,no row in data/images.csv; drasteria-species is not in data/species.csv
drepanulatrix-unicabararia/Drepanulatrix unicabararia-A-D.jpg,object,103956,drepanulatrix-unicabararia,photo-no-row,no row in data/images.csv; drepanulatrix-unicabararia is not in data/species.csv
drepanulatrix-unicabararia/Drepanulatrix unicabararia-A-V.jpg,object,100115,drepanulatrix-unicabararia,photo-no-row,no row in data/images.csv; drepanulatrix-unicabararia is not in data/species.csv
dysstroma-colvillei/Dysstroma colvillei-OSAC_0000130334-D.jpg,object,389151,dysstroma-colvillei,photo-no-row,no row in data/images.csv; dysstroma-colvillei is not in data/species.csv
dysstroma-colvillei/Dysstroma colvillei-OSAC_0000130334-V.jpg,object,378470,dysstroma-colvillei,photo-no-row,no row in data/images.csv; dysstroma-colvillei is not in data/species.csv
dysstroma-truncata/Dysstroma truncata-OSAC_0001081384-D.jpg,object,385642,dysstroma-truncata,photo-no-row,no row in data/images.csv; dysstroma-truncata is gated and gets no page
dysstroma-truncata/Dysstroma truncata-OSAC_0001081384-V.jpg,object,423495,dysstroma-truncata,photo-no-row,no row in data/images.csv; dysstroma-truncata is gated and gets no page
